code,source_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
26951,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, finger, including neurectomies; with direct closure",Hand Surgery,already_present,verified,,5.89,20.94,90,699.41,PPRRVU2026_Jul_nonQPP.csv
26952,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, finger, including neurectomies; with local advancement flaps (V‐Y, hood)",Hand Surgery,already_present,verified,,6.32,19.99,90,667.68,PPRRVU2026_Jul_nonQPP.csv
26989,"Unlisted procedure, hand or fingers",Hand Surgery,already_present,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0,0,90,0,PPRRVU2026_Jul_nonQPP.csv
29065,Application of cast; shoulder to hand (long arm),Hand Surgery,already_present,verified,,0.85,3.24,0,108.22,PPRRVU2026_Jul_nonQPP.csv
29075,Application of cast; elbow to finger (short arm),Hand Surgery,already_present,verified,,0.75,2.92,0,97.53,PPRRVU2026_Jul_nonQPP.csv
29085,Application of cast; hand to lower forearm (gauntlet),Hand Surgery,already_present,verified,,0.85,3.2,0,106.88,PPRRVU2026_Jul_nonQPP.csv
29086,Application of finger cast,Hand Surgery,already_present,verified,,0.6,2.47,0,82.5,PPRRVU2026_Jul_nonQPP.csv
29105,Application of long arm splint (shoulder to hand),Hand Surgery,already_present,verified,,0.78,2.91,0,97.2,PPRRVU2026_Jul_nonQPP.csv
29125,Application of short arm splint (forearm to hand); static,Hand Surgery,already_present,verified,,0.49,2.37,0,79.16,PPRRVU2026_Jul_nonQPP.csv
29126,Application of short arm splint (forearm to hand); dynamic,Hand Surgery,already_present,verified,,0.66,2.56,0,85.51,PPRRVU2026_Jul_nonQPP.csv
29130,Application of finger splint; static,Hand Surgery,already_present,verified,,0.49,1.38,0,46.09,PPRRVU2026_Jul_nonQPP.csv
29131,Application of finger splint; dynamic,Hand Surgery,already_present,verified,,0.54,1.78,0,59.45,PPRRVU2026_Jul_nonQPP.csv
29240,Strapping; shoulder,Hand Surgery,already_present,verified,,0.38,0.86,0,28.72,PPRRVU2026_Jul_nonQPP.csv
29260,Strapping; elbow or wrist,Hand Surgery,already_present,verified,,0.38,0.86,0,28.72,PPRRVU2026_Jul_nonQPP.csv
29280,Strapping; hand or finger,Hand Surgery,already_present,verified,,0.38,0.9,0,30.06,PPRRVU2026_Jul_nonQPP.csv
29840,"Arthroscopy, wrist, diagnostic; with or without synovial biopsy",Hand Surgery,already_present,verified,,5.54,13.21,90,441.23,PPRRVU2026_Jul_nonQPP.csv
29843,"Arthroscopy, wrist, surgical; for infection, lavage and drainage",Hand Surgery,already_present,verified,,6,14.06,90,469.62,PPRRVU2026_Jul_nonQPP.csv
29844,"Arthroscopy, wrist, surgical; synovectomy, partial",Hand Surgery,already_present,verified,,6.35,14.1,90,470.95,PPRRVU2026_Jul_nonQPP.csv
29845,"Arthroscopy, wrist, surgical; synovectomy, complete",Hand Surgery,already_present,verified,,7.5,16.37,90,546.77,PPRRVU2026_Jul_nonQPP.csv
29846,"Arthroscopy, wrist, surgical; excision of triangular fibrocartilage and/or joint debridement",Hand Surgery,already_present,verified,,6.72,14.61,90,487.99,PPRRVU2026_Jul_nonQPP.csv
29847,"Arthroscopy, wrist, surgical; internal fixation for fracture or instability",Hand Surgery,already_present,verified,,7.04,15.48,90,517.05,PPRRVU2026_Jul_nonQPP.csv
29848,Endoscopic carpal tunnel release,Hand Surgery,already_present,verified,,6.23,14.54,90,485.65,PPRRVU2026_Jul_nonQPP.csv
35045,"Direct repair of aneurysm or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm, false aneurism and associated occlusive disease, radial or ulnar artery",Hand Surgery,newly_added,verified,,17.56,26.08,90,871.1,PPRRVU2026_Jul_nonQPP.csv
35206,"Repair blood vessel, direct; upper extremity",Hand Surgery,newly_added,verified,,13.49,21.68,90,724.13,PPRRVU2026_Jul_nonQPP.csv
35207,"Repair blood vessel, direct; hand, finger",Hand Surgery,newly_added,verified,,10.67,20.46,90,683.38,PPRRVU2026_Jul_nonQPP.csv
35236,Repair blood vessel with vein graft; upper extremity,Hand Surgery,newly_added,verified,,17.57,27.46,90,917.19,PPRRVU2026_Jul_nonQPP.csv
35266,Repair blood vessel with graft other than vein; upper extremity,Hand Surgery,newly_added,verified,,15.43,23.59,90,787.93,PPRRVU2026_Jul_nonQPP.csv
37618,"Ligation, major artery eg, post‐traumatic, rupture); extremity",Hand Surgery,newly_added,verified,,5.88,11.06,90,369.41,PPRRVU2026_Jul_nonQPP.csv
37799,Unlisted vascular procedure,Hand Surgery,newly_added,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0.0,0.0,90,0,PPRRVU2026_Jul_nonQPP.csv
38220,Bone marrow; aspiration only,Hand Surgery,newly_added,verified,,1.17,1.66,0,55.45,PPRRVU2026_Jul_nonQPP.csv
38241,Bone marrow transplantation; autologous,Hand Surgery,newly_added,verified,,2.93,4.46,0,148.97,PPRRVU2026_Jul_nonQPP.csv
64450,"Injection, anesthetic agent; other peripheral nerve or branch",Hand Surgery,already_present,verified,,0.73,2.42,0,80.83,PPRRVU2026_Jul_nonQPP.csv
64702,"Neuroplasty; digital, one or both, same digit",Hand Surgery,newly_added,verified,,6.1,14.63,90,488.66,PPRRVU2026_Jul_nonQPP.csv
64704,Neuroplasty; nerve of hand or foot,Hand Surgery,newly_added,verified,,4.57,9.23,90,308.29,PPRRVU2026_Jul_nonQPP.csv
64708,"Neuroplasty, major peripheral nerve, arm or leg; other than specified",Hand Surgery,newly_added,verified,,6.2,13.9,90,464.27,PPRRVU2026_Jul_nonQPP.csv
64712,"Neuroplasty, major peripheral nerve, arm or leg; sciatic nerve",Hand Surgery,newly_added,verified,,7.87,16.69,90,557.46,PPRRVU2026_Jul_nonQPP.csv
64713,"Neuroplasty, major peripheral nerve, arm or leg; brachial plexus",Hand Surgery,newly_added,verified,,11.12,22.31,90,745.17,PPRRVU2026_Jul_nonQPP.csv
64718,Neuroplasty and/or transposition; ulnar nerve at elbow,Hand Surgery,already_present,verified,,7.08,17.22,90,575.16,PPRRVU2026_Jul_nonQPP.csv
64719,Neuroplasty and/or transposition; ulnar nerve at wrist,Hand Surgery,already_present,verified,,4.85,11.61,90,387.78,PPRRVU2026_Jul_nonQPP.csv
64721,Neuroplasty and/or transposition; median nerve at carpal tunnel,Hand Surgery,already_present,verified,,4.85,14.45,90,482.64,PPRRVU2026_Jul_nonQPP.csv
64722,Decompression; unspecified nerve,Hand Surgery,newly_added,verified,,4.7,11.17,90,373.09,PPRRVU2026_Jul_nonQPP.csv
64774,"Excision of neuroma; cutaneous nerve, surgically identifiable",Hand Surgery,newly_added,verified,,5.66,12.33,90,411.83,PPRRVU2026_Jul_nonQPP.csv
64776,"Excision of neuroma; digital nerve, one or both, same digit",Hand Surgery,newly_added,verified,,5.46,11.21,90,374.42,PPRRVU2026_Jul_nonQPP.csv
64778,"Excision of neuroma; digital nerve, each additional digit (list separately by this number)",Hand Surgery,newly_added,verified,,3.03,4.64,0,154.98,PPRRVU2026_Jul_nonQPP.csv
64782,"Excision of neuroma; hand or foot, except digital nerve",Hand Surgery,newly_added,verified,,6.69,13.06,90,436.22,PPRRVU2026_Jul_nonQPP.csv
64783,"Excision of neuroma; hand or foot, each additional nerve, except same digit (list separately by this number)",Hand Surgery,newly_added,verified,,3.62,5.55,0,185.37,PPRRVU2026_Jul_nonQPP.csv
64784,"Excision of neuroma; major peripheral nerve, except sciatic",Hand Surgery,newly_added,verified,,10.35,20.15,90,673.03,PPRRVU2026_Jul_nonQPP.csv
64787,Implantation of nerve end into bone or muscle (list separately in addition to neuroma excision),Hand Surgery,newly_added,verified,,4.18,6.1,0,203.75,PPRRVU2026_Jul_nonQPP.csv
64788,Excision of neurofibroma or neurolemmoma; cutaneous nerve,Hand Surgery,newly_added,verified,,5.11,11.71,90,391.12,PPRRVU2026_Jul_nonQPP.csv
64790,Excision of neurofibroma or neurolemmoma; major peripheral nerve,Hand Surgery,newly_added,verified,,11.8,24.07,90,803.96,PPRRVU2026_Jul_nonQPP.csv
64792,Excision of neurofibroma or neurolemmoma; extensive (including malignant type),Hand Surgery,newly_added,verified,,15.46,36.32,90,1213.12,PPRRVU2026_Jul_nonQPP.csv
64795,Biopsy of nerve,Hand Surgery,newly_added,verified,,2.93,5.58,0,186.38,PPRRVU2026_Jul_nonQPP.csv
64820,"Sympathectomy, digital arteries, with magnification, each digit",Hand Surgery,newly_added,verified,,10.47,20.94,90,699.41,PPRRVU2026_Jul_nonQPP.csv
64821,"Periarterial sympathectomy, radial artery",Hand Surgery,newly_added,verified,,9.1,19.77,90,660.34,PPRRVU2026_Jul_nonQPP.csv
64822,"Periarterial sympathectomy, ulnar artery",Hand Surgery,newly_added,verified,,9.1,19.77,90,660.34,PPRRVU2026_Jul_nonQPP.csv
64823,"Periarterial sympathectomy, superficial palmar arch",Hand Surgery,newly_added,verified,,10.67,22.16,90,740.16,PPRRVU2026_Jul_nonQPP.csv
64831,"Suture of digital nerve, hand or foot; one nerve",Hand Surgery,already_present,verified,,8.93,19.27,90,643.64,PPRRVU2026_Jul_nonQPP.csv
64832,"Suture of digital nerve, hand or foot; each additional",Hand Surgery,already_present,verified,,5.51,8.43,0,281.57,PPRRVU2026_Jul_nonQPP.csv
64834,"Suture of one nerve, hand or foot; common sensory nerve",Hand Surgery,already_present,verified,,10.54,19.78,90,660.67,PPRRVU2026_Jul_nonQPP.csv
64835,"Suture of one nerve, hand or foot; median motor thenar",Hand Surgery,already_present,verified,,11.44,22.61,90,755.19,PPRRVU2026_Jul_nonQPP.csv
64836,"Suture of one nerve, hand or foot; ulnar motor",Hand Surgery,already_present,verified,,11.44,22.61,90,755.19,PPRRVU2026_Jul_nonQPP.csv
64837,"Suture of each additional nerve, hand or foot",Hand Surgery,already_present,verified,,6.09,9.33,0,311.63,PPRRVU2026_Jul_nonQPP.csv
64856,"Suture of major peripheral nerve, arm or leg, except sciatic; including transposition",Hand Surgery,already_present,verified,,14.69,27.53,90,919.53,PPRRVU2026_Jul_nonQPP.csv
64857,"Suture of major peripheral nerve, arm or leg, except sciatic; without transposition",Hand Surgery,already_present,verified,,15.42,28.29,90,944.91,PPRRVU2026_Jul_nonQPP.csv
64859,Suture of each additional major peripheral nerve,Hand Surgery,already_present,verified,,4.14,6.35,0,212.1,PPRRVU2026_Jul_nonQPP.csv
64861,Suture of; brachial plexus,Hand Surgery,already_present,verified,,20.37,45.27,90,1512.06,PPRRVU2026_Jul_nonQPP.csv
64872,Suture of nerve; requiring secondary or delayed suture list separately in addition to code for primary,Hand Surgery,already_present,verified,,1.94,2.98,0,99.53,PPRRVU2026_Jul_nonQPP.csv
64874,"Suture of nerve; requiring extensive mobilization, or transposition of nerve (in addition to nerve suture)",Hand Surgery,already_present,verified,,2.91,4.45,0,148.63,PPRRVU2026_Jul_nonQPP.csv
64876,Suture of nerve; requiring shortening of bone list separately in addition to code for primary neurorrhaphy,Hand Surgery,already_present,verified,,3.29,5.03,0,168.01,PPRRVU2026_Jul_nonQPP.csv
64890,"Nerve graft (includes obtaining graft), single strand, hand or foot; up to 4 cm in length",Hand Surgery,already_present,verified,,15.83,29.33,90,979.65,PPRRVU2026_Jul_nonQPP.csv
64891,"Nerve graft (includes obtaining graft), single strand, hand or foot; more than 4 cm in length",Hand Surgery,already_present,verified,,16.92,31.16,90,1040.77,PPRRVU2026_Jul_nonQPP.csv
64892,"Nerve graft (includes obtaining graft), single strand, arm or leg; up to 4 cm in length",Hand Surgery,already_present,verified,,15.35,28.59,90,954.93,PPRRVU2026_Jul_nonQPP.csv
64893,"Nerve graft (includes obtaining graft), single strand, arm or leg; more than 4 cm in length",Hand Surgery,already_present,verified,,16.45,30.43,90,1016.39,PPRRVU2026_Jul_nonQPP.csv
64895,"Nerve graft (includes obtaining graft), multiple strands (cable), hand or foot; up to 4 cm length",Hand Surgery,already_present,verified,,19.88,35.69,90,1192.08,PPRRVU2026_Jul_nonQPP.csv
64896,"Nerve graft (includes obtaining graft), multiple strands (cable), hand or foot; more than 4 cm length",Hand Surgery,already_present,verified,,21.41,38.51,90,1286.27,PPRRVU2026_Jul_nonQPP.csv
64897,"Nerve graft including harvest, multiple strands, arm, up to 4 cm in length",Hand Surgery,already_present,verified,,18.9,34.18,90,1141.64,PPRRVU2026_Jul_nonQPP.csv
64898,"Nerve graft including harvest, multiple strands, arm, greather than 4 cm in length",Hand Surgery,already_present,verified,,20.45,37.02,90,1236.5,PPRRVU2026_Jul_nonQPP.csv
64901,"Nerve graft, each additional nerve; single strand",Hand Surgery,already_present,verified,,9.95,15.24,0,509.03,PPRRVU2026_Jul_nonQPP.csv
64902,"Nerve graft, each additional nerve; multiple strands (cable)",Hand Surgery,already_present,verified,,11.51,17.64,0,589.19,PPRRVU2026_Jul_nonQPP.csv
64905,Nerve pedicle transfer; first stage,Hand Surgery,already_present,verified,,14.73,26.69,90,891.47,PPRRVU2026_Jul_nonQPP.csv
64907,Nerve pedicle transfer; second stage,Hand Surgery,already_present,verified,,19.53,35.01,90,1169.37,PPRRVU2026_Jul_nonQPP.csv
64910,"Nerve repair with synthetic conduit, each",Hand Surgery,already_present,verified,,10.26,20.87,90,697.08,PPRRVU2026_Jul_nonQPP.csv
64911,"Nerve repair with autogenous vein conduit, each, including graft harvest",Hand Surgery,already_present,verified,,13.65,28.45,90,950.26,PPRRVU2026_Jul_nonQPP.csv
64999,"Nerve procedure, unlisted",Hand Surgery,newly_added,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0.0,0.0,90,0,PPRRVU2026_Jul_nonQPP.csv
